	spoor_op/verb	word/verb	die/pron	haal/verb	bekend/adj	koopwaar/noun	produceer/verb	jurk/noun	aangetroffen/adj	meter_DIM/noun	explosief/adj	neem_op/verb	aantal/noun	als/prep	laag/noun	middel/noun	vluchtig/adj	vorm/verb	ziekteverschijnsel/noun	ontvlambare/adj	vanwege/prep	cosmetische/adj	genoeg/det	lever/verb	vervuil/adj	rits/noun	pantalon/noun	sla_neer/verb	voorkom/adj	bepaald/adj	weg/noun	hoeveelheid/noun	geef/verb	medicijn/noun	zoveel/det	autoband/noun	gebruik/noun	combinatie/noun	kom_terecht/verb	kort/adj	discussie/noun	blauw/adj	allerlei/det	verboden/adj	kilo_gram/noun	verdacht/adj	enkel/det	duizenden/noun	beland/verb	maak_aan/verb	public/noun	uitsluitsel/noun	vervaardig/verb	om/comp	vervoer/noun	couplet/noun	trek_aan/verb	verwerk/verb	hoop/noun	veel/det	hersenen/noun	stuk/noun	bevorder/verb	uit/prep	gevaarlijk/adj	nieuw/adj	voeg_toe/verb	zorg/verb	doe_op/verb	brand_op/verb	gesprek/noun	verplicht/adj	lucht/noun	deel_in/verb	alleen/adv	zaad/noun	ontdek/verb	die/det	gemaakt/adj	zand/noun	zet_om/verb	puin/noun	moet_op/verb	soort/noun	spoor/noun	glijd/verb	onderzoek/noun	rustgevend/adj	blaas_weg/verb	splinter/noun	vind/verb	lichaam_eigen/adj	hoofdstuk/noun	meest/adj	geschilderd/adj	werkzaam/adj	omstreden/adj	deeltje/noun	beoordeling/noun	overhemd/noun	aromatisch/adj	concentratie/noun	en/vg	lap/verb	vrij/noun	debat/noun	waardevol/adj	genoeg/adv	neder_wiet/noun	Edinburgh/name	dezelfde/det	vanonder/prep	geen/det	zon/noun	design/noun	deze/det	draad/noun	voldoende/det	vreemdsoortig/adj	in/prep	laai_op/verb	kan/verb	uitstoot/noun	wat/det	spuit_in/verb	fontein/noun	stank/noun	soortgelijk/adj	snit/noun	blaas_af/verb	niet_werk/adj	vreemd/adj	lap_DIM/noun	welk/det	roddel/noun	aan/prep	onschuldig/adj	doe/verb	dun/adj	wit/adj	akelig/adj	koop/verb	stuk_DIM/noun	zit/verb	grijs/noun	het/det	ben/verb	schud/verb	kleur/noun	bied/verb	lig/verb	mooi/adj	ontwikkeld/adj	strak/adj	overspan/verb	stook_olie/noun	kom_vrij/adj	modern/adj	prikkel/adj	nandrolon/noun	spring_stof/noun	met/prep	lawaai/noun	verschil/adj	benodigd/adj	verga/verb	blijf_achter/verb	kilo/noun	gedecoreerd/adj	door/prep	schrap/verb	nodig/adj	snuif_op/verb	maak/verb	alcohol/noun	fris_op/verb	leven_middel/noun	kom_vrij/verb	genoeg/adj	jas_DIM/noun	droog/adj	kankerverwekkend/adj	dring/verb	opwekkend/adj	geur/noun	gebruik/verb	ergernis/noun	omgang/noun	dat/pron	ander/adj	overheers/verb	werk/verb	teveel/det	zout_zuur/noun	minder/det	tref_aan/verb	chemisch/adj	alle/det	opslag/noun	voor/prep	gehalte/noun	bevang/verb	kleurrijk/adj	van/prep	verspreid/verb	meer/adj	meter/noun	onder/prep	dompel_onder/verb	long/noun	natuurlijk/adj	straal/noun	brandbaar/adj	de/det	fles/noun	vast/adj	zonder/prep	korrel/noun	scheid_af/verb	benzeen/noun	blaas/verb	eiwit/noun	waar/noun	rook/verb	transporteer/verb	aanhang_wagen/noun	lang/adj	effect/noun	vuil/adj	hoop_op/verb	lap/noun	pil/noun	colbert_DIM/noun	drugs_gebruik/noun	slik/verb	sommige/det	nadenken/noun	steek_af/verb	toxische/adj	schadelijk/adj	mankeer/verb	loos/verb	bevat/verb	verf/noun	hoop_DIM/noun	waai_op/verb	verf/verb	wolk/noun	informeer/verb	drama/noun	ene/adj	een/det	verricht/verb	lichaam/noun	schud_af/verb	vervuil/verb	veel/adj	lijst/noun	rood/adj	geheimzinnig/adj	neutraliseer/verb	roman/noun	kleed/noun	gevoerd/adj	gordijn/noun	smelt/verb	meer/det	spuw_uit/verb	tot/prep	besta/verb	giftig/adj	werking/noun	kom_voor/verb	haal_weg/verb	glans/adj	lever_op/verb	of/vg	zinvol/adj
spoor_op/verb	0.0	0.6809684	0.5501913	0.8613287	0.7981951	0.8703889	0.5332942	0.9448117	0.6761081	0.9634626	0.7488322	0.8080222	0.8129083	0.8543078	0.8490441	0.5428628	0.8324661	0.7632257	0.7778037	0.65636754	0.8275417	0.83815885	0.78896785	0.62062466	0.78889304	0.93129855	0.981001	0.7218092	0.8340159	0.4774025	0.82972497	0.514772	0.9019286	0.59108996	0.79799986	0.81125504	0.5333664	0.74987066	0.6164799	0.90699184	0.8771987	0.8865088	0.58369017	0.5933814	0.7320565	0.5713854	0.7952441	0.6855473	0.7766647	0.4272825	0.98077273	0.7621723	0.7566861	0.80275327	0.59737206	0.8797498	0.9175703	0.6135607	0.89334834	0.7723063	0.61027527	0.7990319	0.6814142	0.7646165	0.616096	0.8704799	0.7148337	0.7714462	0.8554888	0.8930873	0.9799082	0.80349445	0.78265923	0.8955647	0.8297094	0.8034587	0.45853877	0.7855282	0.8390908	0.80049884	0.6762898	0.84114575	0.91875535	0.68047774	0.58947635	0.89734674	0.6268319	0.8818077	0.72240126	0.94153017	0.7015154	0.6244608	0.9530454	0.7821847	0.87343025	0.8476038	0.83456975	0.6542126	0.93439436	0.93397677	0.8870153	0.58604693	0.6934998	0.79879916	0.87887716	0.9321969	0.8679545	0.813083	0.9303583	0.9608005	0.7487932	0.7802729	0.7213448	0.8764121	0.9737414	0.7222977	0.8878545	0.7322298	0.84764063	0.8127992	0.94998646	0.6986624	0.72050357	0.87720454	0.5229998	0.8078901	0.8442271	0.6046226	0.9611646	0.90661836	0.9049906	0.713004	0.8991927	0.6209295	0.8333356	0.88112503	0.8114338	0.8896398	0.84071314	0.8215844	0.90209913	0.8242481	0.7451912	0.80219805	0.9152774	0.77413434	0.84372663	0.8840238	0.86582077	0.91288054	0.73125106	0.94298303	0.73180145	0.926386	0.9368938	0.835197	0.7723278	0.8688997	0.8710791	0.600507	0.66832054	0.6938194	0.8940834	0.6827818	0.7317797	0.90391517	0.8174315	0.6557633	0.97786635	0.7322338	0.95367676	0.7192513	0.89002573	0.7505348	0.6699253	0.8653383	0.77555996	0.69140345	0.85959774	0.95465684	0.9079721	0.6870004	0.8048414	0.82377374	0.7217248	0.5498837	0.98179203	0.7593838	0.6453389	0.7177012	0.941604	0.7070113	0.8452509	0.85795325	0.74875236	0.4598248	0.54787236	0.73934317	0.6718471	0.83656603	0.7280626	0.8417542	0.90458703	0.6881368	0.7118052	0.8416714	0.8563056	0.7044656	0.7977968	0.80940163	0.74224627	0.8321076	0.73836446	0.83411014	0.8525707	0.92639005	0.7673874	0.86459583	0.66550356	0.76394784	0.794021	0.6055994	0.76573265	0.72780955	0.65089893	0.77033275	0.9358959	0.6477177	0.83803505	0.8678891	0.91548616	0.7118762	0.9842679	0.8214072	0.74175936	0.6959404	0.9430321	0.89508927	0.71149653	0.6612549	0.915784	0.69507	0.542187	0.83048147	0.8735095	0.8882197	0.8897308	0.8310944	0.8647424	0.92464423	0.92589235	0.7602831	0.7417917	0.51234233	0.93335867	0.67090714	0.81464	0.68367845	0.8887697	0.8478583	0.70763767	0.9021318	0.8877035	0.91615784	0.9209447	0.88260365	0.7833845	0.8774787	0.7907294	0.7074766	0.6163954	0.59544045	0.72576034	0.802161	0.8894582	0.8592348	0.59915507	0.8937322
word/verb	0.6809684	0.0	0.5412226	0.8759378	0.8470426	0.7485019	0.66549635	0.9383158	0.7703457	0.96550506	0.7741412	0.80617636	0.7432397	0.80500394	0.65729713	0.6429974	0.8415397	0.81386423	0.8042773	0.84173656	0.72265184	0.7558508	0.78264415	0.6876347	0.66094387	0.9059653	0.97368115	0.8117231	0.84746206	0.6733588	0.8001113	0.49006838	0.94953793	0.6397654	0.80029404	0.66999745	0.72249204	0.84896857	0.68075204	0.89551324	0.87050116	0.8077011	0.6794386	0.6434945	0.7486759	0.67533207	0.76519823	0.624882	0.78587735	0.63583124	0.9659367	0.9120572	0.73303664	0.64885956	0.7631076	0.9370268	0.8975168	0.66693795	0.8194257	0.79262936	0.604178	0.6881354	0.7893102	0.7467501	0.65768534	0.79291195	0.83278364	0.89168817	0.9044789	0.9181042	0.86546063	0.7121124	0.6755103	0.91566294	0.7613977	0.5803219	0.6812809	0.6886853	0.7865509	0.6372256	0.7102679	0.74317527	0.84052867	0.680197	0.6752252	0.8979652	0.70978874	0.9123569	0.86980546	0.8257886	0.86510396	0.6824012	0.80979854	0.8727473	0.80114377	0.81487	0.7493301	0.68021524	0.7726112	0.9512296	0.79639	0.6820723	0.64261806	0.9216945	0.9050826	0.9141977	0.735349	0.92174095	0.8547921	0.91946036	0.7218994	0.82225126	0.8328305	0.8176573	0.8885239	0.7030561	0.75362295	0.7347206	0.8531393	0.65410185	0.91852385	0.5101005	0.7225294	0.7862712	0.72837365	0.76030695	0.65884197	0.73396116	0.95423734	0.93691677	0.83384067	0.8129455	0.8429052	0.72372293	0.7884805	0.8772078	0.758509	0.9606612	0.78670835	0.7834859	0.8671317	0.84106916	0.719838	0.7958269	0.9172447	0.6205298	0.78942835	0.7331317	0.8068385	0.89129686	0.80485904	0.9418961	0.7548932	0.847077	0.9065799	0.69823074	0.7797668	0.86714363	0.86986476	0.64115316	0.6993227	0.75244635	0.8134792	0.600613	0.7628349	0.84783685	0.82402474	0.6704575	0.9447002	0.48321277	0.7994483	0.80618095	0.9049688	0.8699928	0.67466193	0.8097073	0.72781825	0.7287299	0.8861932	0.926396	0.8093007	0.68391633	0.85650265	0.8735373	0.61016154	0.65199816	0.86669755	0.8312099	0.60991544	0.80490047	0.8775566	0.8797265	0.82304275	0.76091236	0.7491616	0.67047054	0.48540252	0.70017004	0.76975733	0.8129494	0.7988923	0.85520625	0.82727283	0.79791665	0.7143903	0.80514526	0.7909115	0.7453974	0.88550305	0.76092196	0.80096877	0.7793704	0.73583627	0.73894465	0.73385406	0.7582643	0.81282413	0.70303345	0.8554395	0.8571596	0.8446195	0.590512	0.82917005	0.8287904	0.67070216	0.72034	0.8529855	0.7351305	0.729666	0.7519275	0.8493841	0.64375687	0.9556579	0.7705362	0.77590525	0.6373264	0.92425036	0.9297295	0.6763684	0.7301282	0.76457435	0.7628119	0.693834	0.7194576	0.86022216	0.9347551	0.79416656	0.72750103	0.7857589	0.82196563	0.77907836	0.8041278	0.72714424	0.50510526	0.90085816	0.72892624	0.8518243	0.7524295	0.8126806	0.782992	0.8098873	0.8892422	0.79459614	0.89130783	0.83165497	0.7856663	0.7390716	0.89397365	0.8647502	0.8156729	0.56266016	0.7516586	0.73749596	0.77875537	0.8907947	0.8692674	0.6468415	0.7759189
die/pron	0.5501913	0.5412226	0.0	0.8595177	0.6391269	0.69745874	0.4378608	0.7915864	0.6220541	0.86194223	0.61998296	0.7492951	0.74746037	0.6100807	0.6550448	0.54843557	0.65136844	0.56737685	0.71809924	0.6680449	0.6808506	0.7934259	0.62139785	0.61820483	0.67014813	0.8188292	0.8467403	0.63465786	0.67892265	0.4437306	0.71412027	0.42916793	0.81728804	0.4985286	0.583181	0.61136734	0.58770084	0.5971333	0.61137617	0.7264459	0.8189632	0.6576221	0.37711304	0.6068479	0.68697935	0.54335594	0.6114845	0.5086817	0.7004962	0.5308281	0.878183	0.7952512	0.60297	0.68900985	0.690225	0.80719733	0.7636343	0.49265033	0.72636783	0.59405726	0.5329817	0.64145505	0.6265091	0.66475177	0.53034395	0.64028823	0.6871265	0.6770922	0.73757434	0.77912927	0.88867855	0.699958	0.5993115	0.8474363	0.664379	0.58367383	0.54223967	0.5020517	0.6854974	0.6751499	0.6512357	0.7719407	0.8847892	0.4507771	0.6904218	0.7529053	0.67561185	0.7536924	0.7512464	0.7299297	0.7849248	0.6484566	0.78568196	0.63586295	0.78668845	0.70952654	0.79644185	0.50044477	0.81371033	0.8314768	0.6986135	0.5458172	0.48330724	0.80681324	0.8066273	0.84190583	0.6363257	0.78525794	0.69928074	0.8817568	0.5279633	0.79898876	0.6274849	0.72871304	0.8593853	0.4604885	0.70452166	0.59777445	0.76830435	0.73811567	0.89293563	0.60495114	0.62592137	0.6404486	0.6029074	0.7206762	0.66855234	0.6149107	0.7763901	0.7931757	0.85442996	0.6470467	0.79077417	0.547096	0.6692662	0.79277635	0.71246105	0.8644037	0.6498273	0.6484622	0.79417264	0.7162241	0.6157027	0.6145413	0.8314503	0.80397326	0.67873764	0.79390717	0.714615	0.78003216	0.6988387	0.7883106	0.6898781	0.8339939	0.79245824	0.65703964	0.642276	0.7594998	0.7030071	0.6752732	0.629395	0.5655476	0.6927213	0.46830314	0.5808313	0.83574855	0.7124009	0.5429146	0.7961289	0.58066213	0.7774383	0.68535167	0.871449	0.7902435	0.56829035	0.79226375	0.5779157	0.5259167	0.77851474	0.7944232	0.72703314	0.5705233	0.74695075	0.6928221	0.53287494	0.5397745	0.85794306	0.7917439	0.45274752	0.5848768	0.7866328	0.7012478	0.7114261	0.78052837	0.5956353	0.5810473	0.3873428	0.62540007	0.66493016	0.7016597	0.644776	0.798292	0.6391033	0.6793543	0.46267915	0.6567152	0.7719173	0.72650766	0.7350025	0.7157657	0.6531429	0.73491913	0.6336273	0.67715406	0.61587065	0.7414985	0.69356656	0.6084909	0.6042135	0.66109383	0.7504536	0.44876856	0.6031048	0.7396134	0.6512866	0.8104879	0.73909736	0.6180652	0.673808	0.66206074	0.7199512	0.5369227	0.8676887	0.71417725	0.68474567	0.51908696	0.8347149	0.8124796	0.5182351	0.57466966	0.81246996	0.6346496	0.45593	0.6017922	0.76255643	0.78881466	0.75271624	0.6765431	0.79574525	0.8612834	0.73054767	0.5668093	0.73983693	0.47045022	0.88394743	0.63818693	0.66952896	0.7330276	0.66832983	0.7049462	0.67226183	0.7189226	0.6968533	0.8223827	0.7650575	0.7296572	0.64686376	0.7520303	0.8034371	0.6267423	0.41482258	0.60641545	0.6511845	0.7101986	0.73402953	0.70954657	0.5202448	0.7721939
haal/verb	0.8613287	0.8759378	0.8595177	0.0	0.92777133	0.8983748	0.8061459	0.8930992	0.86342824	0.90767264	0.89881474	0.9257956	0.8888718	0.9397641	0.69101965	0.8700147	0.90665996	0.90132594	0.92466545	0.8996308	0.925692	0.8873512	0.8452714	0.7537108	0.83973	0.7082233	0.95020556	0.68899274	0.90858483	0.87189686	0.880121	0.82116747	0.87873024	0.8831224	0.8472758	0.7068058	0.89908856	0.9005619	0.7783891	0.89452577	0.97188294	0.7891513	0.8853783	0.92385006	0.84261775	0.7942568	0.88106954	0.71973014	0.91369784	0.87926656	0.994746	0.95259994	0.8458857	0.7697007	0.8781028	0.9239384	0.8743487	0.8411906	0.8182151	0.89962393	0.9308117	0.80395126	0.87601197	0.78213286	0.81312746	0.9272005	0.90784466	0.8416683	0.9271853	0.9362518	0.98163325	0.8758799	0.8447446	0.9393284	0.84097826	0.8570436	0.86643237	0.88744617	0.87262017	0.64830065	0.913034	0.56606585	0.84892243	0.9022304	0.89994043	0.73815817	0.91313905	0.94879436	0.77445185	0.96778774	0.86368585	0.86071295	0.95423174	0.92366767	0.887875	0.92397	0.9372771	0.86964595	0.9589731	0.91386175	0.8936176	0.88750213	0.791405	0.93415135	0.871532	0.9765922	0.74074113	0.9245086	0.95899814	0.90588266	0.8880656	0.77744275	0.91468126	0.8115619	0.90816313	0.92866194	0.92386913	0.8692719	0.9120817	0.86145365	0.98773336	0.8986585	0.9196398	0.85433495	0.84686947	0.8293947	0.7189172	0.9591275	0.92193025	0.96764004	0.98187435	0.9436489	0.88451	0.92100817	0.95414096	0.87453675	0.95008856	0.96343225	0.7694515	0.77365756	0.9370324	0.7426913	0.8643469	0.88003594	0.89789504	0.71714616	0.9525929	0.8394462	0.89721733	0.88175905	0.69936955	0.9117414	0.9066774	0.9000807	0.9346866	0.8758347	0.87840337	0.9389882	0.9408278	0.9249767	0.86305124	0.8634621	0.89408773	0.89116967	0.8617014	0.9112078	0.7695752	0.81074446	0.88018537	0.86657995	0.84126914	0.79736805	0.83601993	0.95923114	0.88372105	0.9496924	0.86219597	0.86753476	0.8987587	0.90198016	0.791663	0.85755795	0.8443174	0.9487705	0.8272564	0.873069	0.9063659	0.9542568	0.8473152	0.9104538	0.9337316	0.9457555	0.9258194	0.78388506	0.8665938	0.80450773	0.83044684	0.8482194	0.85781	0.8643126	0.9511377	0.91133744	0.7696589	0.83644533	0.8661642	0.9206917	0.74916935	0.7697684	0.9575323	0.89413846	0.9196895	0.8713453	0.86153144	0.72905576	0.8381502	0.92419815	0.8519056	0.8886483	0.93509775	0.83855313	0.8316814	0.8532547	0.8747625	0.95844996	0.8490078	0.7480831	0.85010713	0.9057779	0.865576	0.87813425	0.87134874	0.88904995	0.9526514	0.9769917	0.8913441	0.931933	0.9483625	0.842703	0.8622316	0.85525805	0.92060214	0.8696147	0.8014651	0.807604	0.618971	0.8463227	0.9508279	0.7240988	0.9498403	0.95266175	0.84178865	0.8730203	0.9361062	0.7532469	0.96159434	0.7930293	0.94386244	0.918482	0.7905467	0.9421871	0.8778657	0.9524241	0.8076729	0.92943484	0.90782803	0.92453647	0.8979057	0.9106196	0.8814597	0.8046398	0.8352866	0.9385028	0.8553606	0.6292301	0.9421505	0.8353107	0.8679857	0.95798457
bekend/adj	0.7981951	0.8470426	0.6391269	0.92777133	0.0	0.844346	0.7097144	0.8010629	0.81275034	0.91015	0.84653616	0.8102585	0.7879889	0.74728584	0.8647419	0.7769174	0.777263	0.73284733	0.83681273	0.87861794	0.7358475	0.7377262	0.88655657	0.84303814	0.801571	0.8988931	0.85485655	0.7966367	0.68947613	0.70258486	0.9028628	0.742772	0.9179241	0.7082046	0.8892756	0.8503391	0.76687616	0.69773024	0.7608567	0.81800604	0.89922386	0.8128128	0.731919	0.767735	0.9668561	0.7519616	0.82106256	0.797675	0.87951386	0.8187408	0.9254966	0.84125376	0.8168159	0.93647027	0.91020703	0.8007548	0.8495441	0.7232254	0.930241	0.7143599	0.8644265	0.68610424	0.8002636	0.7618178	0.73780584	0.8329773	0.77021414	0.7814392	0.9020657	0.90692294	0.9179171	0.8008654	0.7807282	0.9018055	0.7995861	0.8712794	0.72984654	0.81543505	0.75962377	0.91451925	0.84315014	0.93241256	0.91366875	0.6435882	0.82824665	0.9021258	0.8046836	0.8901869	0.9685443	0.9152397	0.9088856	0.8535422	0.7879708	0.5897819	0.86832345	0.7808727	0.7272729	0.7400717	0.9201838	0.834788	0.7905437	0.64949375	0.71658903	0.90393245	0.9250286	0.9360188	0.7789563	0.82801723	0.8511722	0.94438463	0.83878386	0.88387746	0.8599205	0.85219306	0.8394965	0.6238816	0.843212	0.9041449	0.85490847	0.86093605	0.9130933	0.8379366	0.7520616	0.9135113	0.8789295	0.8874772	0.8595475	0.77054006	0.8050227	0.79778916	0.8227211	0.7647977	0.87379414	0.7233844	0.8554726	0.9059543	0.77876174	0.9071116	0.8565679	0.8560612	0.7861175	0.87361723	0.79315627	0.8110227	0.8938419	0.859339	0.7658438	0.9079561	0.81204087	0.8654698	0.8684645	0.7896857	0.8349984	0.8935853	0.90392846	0.8983859	0.87224305	0.77198434	0.78844106	0.8952008	0.9075453	0.7418126	0.79476094	0.79678905	0.88708836	0.9225948	0.8251043	0.8554102	0.7886139	0.805916	0.7566795	0.8193413	0.91326666	0.8518086	0.81305385	0.87477607	0.83661336	0.750962	0.9037182	0.8289523	0.84587836	0.7302922	0.8669231	0.794644	0.8259202	0.74949384	0.8899888	0.87579405	0.7854727	0.72767335	0.86859274	0.7370286	0.8288836	0.9705575	0.74593467	0.751393	0.74749494	0.79199654	0.8838568	0.8553983	0.68515986	0.89728653	0.7417532	0.7608401	0.7648366	0.8354406	0.88703465	0.78380555	0.85720503	0.82645166	0.74590623	0.87373877	0.8219483	0.7905987	0.8065969	0.86481607	0.90554047	0.88546133	0.8210943	0.7126042	0.8635294	0.7246935	0.76741016	0.7526745	0.9248978	0.9627737	0.875404	0.6469572	0.8697471	0.8854821	0.86180896	0.8170771	0.9615995	0.6951021	0.91023624	0.6824577	0.89881426	0.87203956	0.79951555	0.6797019	0.91301227	0.8126704	0.650062	0.8485999	0.932519	0.84752995	0.9430035	0.8498196	0.81012076	0.8050971	0.87672544	0.75424266	0.803489	0.7766685	0.9582491	0.720653	0.7663478	0.6086519	0.81672645	0.84002733	0.8211586	0.71248794	0.8014927	0.91825455	0.8600255	0.9196705	0.73647535	0.83938897	0.8748887	0.730301	0.76226705	0.725598	0.58013475	0.8196951	0.7904783	0.799063	0.6949259	0.87572575
koopwaar/noun	0.8703889	0.7485019	0.69745874	0.8983748	0.844346	0.0	0.7205773	0.8771694	0.79948074	0.82241905	0.9140774	0.91213495	0.9363878	0.74693644	0.7796429	0.8418293	0.9032519	0.7838017	0.7706667	0.9485418	0.84986955	0.82366526	0.8314054	0.7278826	0.88905275	0.8940699	0.9562243	0.88724655	0.8710644	0.80476296	0.78923535	0.8429544	0.8032788	0.8115147	0.87569994	0.73828435	0.89908373	0.81733936	0.8264397	0.90167177	0.9359453	0.92386335	0.66326344	0.85236406	0.8998854	0.76118207	0.78960574	0.68698525	0.82543993	0.7710477	0.9562326	0.951973	0.8291877	0.7508212	0.91693836	0.9181166	0.8830247	0.81922936	0.79140484	0.8738053	0.8430246	0.73418474	0.937131	0.74564886	0.8840091	0.8458678	0.7775865	0.8605181	0.7832472	0.8082223	0.9108976	0.8636397	0.88332	0.8948378	0.84734	0.6681701	0.7298945	0.7708955	0.77690935	0.76579785	0.8272463	0.77069515	0.90883374	0.7133547	0.8740505	0.8499032	0.9185411	0.8976722	0.83604217	0.83771247	0.7494235	0.8828367	0.8420435	0.792728	0.84880316	0.9339783	0.87660885	0.8316012	0.8992024	0.91635984	0.83927727	0.873003	0.74038565	0.9109089	0.894959	0.9398535	0.6485983	0.7099283	0.82207024	0.88257235	0.8463198	0.7863151	0.8592453	0.83970654	0.82891	0.79281163	0.86117655	0.80836695	0.6787736	0.8481219	0.9173646	0.80645305	0.9433015	0.85259265	0.82401586	0.8303667	0.78550506	0.79177564	0.9026733	0.93912184	0.9460419	0.72166055	0.8069135	0.8463172	0.8240664	0.84994525	0.8130535	0.8983406	0.8464584	0.8539667	0.85628176	0.87703234	0.722563	0.78326124	0.90616655	0.8816219	0.840512	0.79202205	0.81576556	0.7841315	0.77396095	0.85637414	0.7917645	0.9259105	0.80919164	0.80597126	0.8319925	0.8398288	0.66920567	0.8248875	0.8343493	0.8166197	0.7634295	0.6646991	0.82416904	0.8485062	0.7749052	0.8524418	0.86663264	0.8460274	0.8905734	0.81801534	0.7462666	0.8265216	0.79501283	0.83488333	0.7116895	0.8089079	0.8411411	0.9322247	0.7845678	0.84557414	0.91190207	0.7657199	0.7167208	0.77839774	0.85547775	0.83820176	0.8137695	0.7196833	0.8658037	0.8212023	0.7413639	0.84745646	0.8948184	0.778558	0.79838264	0.70346963	0.8598856	0.8552914	0.8854618	0.8618132	0.8035872	0.8655257	0.65833455	0.86949754	0.91150075	0.82424355	0.7920346	0.81055415	0.81600326	0.8982094	0.8523064	0.8107382	0.8380402	0.90137583	0.8365656	0.83950806	0.77986187	0.9140243	0.9338666	0.7881676	0.7483635	0.9124802	0.8114816	0.87791145	0.8974786	0.87779355	0.78616	0.79860836	0.8162748	0.8456424	0.958549	0.82946455	0.86271006	0.7743542	0.85535824	0.85980195	0.8449133	0.83186084	0.83641696	0.8585557	0.72183985	0.81694716	0.8074621	0.86326236	0.8788216	0.86395633	0.74361545	0.88032705	0.77426875	0.7823232	0.765638	0.7804096	0.969319	0.8856696	0.88468504	0.8509705	0.88148534	0.74791044	0.90547013	0.81977344	0.81190586	0.8457366	0.91938984	0.8508289	0.88909006	0.9064212	0.93922246	0.7798162	0.82508916	0.8657003	0.81851697	0.7366477	0.86915195	0.7310965	0.8053142	0.88681936
produceer/verb	0.5332942	0.66549635	0.4378608	0.8061459	0.7097144	0.7205773	0.0	0.8504006	0.6134111	0.8636991	0.6783691	0.7915911	0.779908	0.77143645	0.70156807	0.54918265	0.6571595	0.5940932	0.8257758	0.7035661	0.71712214	0.8211423	0.7073606	0.36078262	0.6019566	0.89277315	0.8748761	0.607368	0.7327912	0.43357176	0.8077217	0.34861273	0.7445327	0.48484176	0.680102	0.6476654	0.48193282	0.67464685	0.5979341	0.8236894	0.7720886	0.6975918	0.54729605	0.6443172	0.6338577	0.6864423	0.78924835	0.5743705	0.8395867	0.32237518	0.9595249	0.79119855	0.56483674	0.6565585	0.6868706	0.9094413	0.7787752	0.34715104	0.79353154	0.648281	0.57378346	0.70013607	0.6045375	0.72372293	0.5884632	0.760854	0.63405716	0.548975	0.74906874	0.79286367	0.91836005	0.7186935	0.59904957	0.89563626	0.62864506	0.5810182	0.4515025	0.6545313	0.6218777	0.66655844	0.57624507	0.8039173	0.89769715	0.5253266	0.695709	0.7512028	0.7030003	0.7685857	0.71186876	0.847855	0.7060785	0.6102369	0.9078737	0.69401073	0.82664627	0.65623075	0.7919153	0.561008	0.85519505	0.8736889	0.68564427	0.5126542	0.49466586	0.88725436	0.774468	0.86299413	0.7678158	0.78345263	0.8287923	0.8540752	0.7211747	0.8273256	0.7271219	0.737289	0.8995739	0.6276051	0.7726242	0.62685156	0.83573246	0.7951678	0.93460816	0.6478704	0.5159469	0.7244664	0.5005981	0.82355607	0.5788784	0.73440325	0.8650899	0.8775752	0.9013709	0.7337402	0.84178674	0.5829705	0.82258064	0.77393484	0.6937512	0.8876456	0.71442294	0.6890501	0.82930607	0.59344333	0.6568446	0.6216161	0.83431256	0.7182728	0.697436	0.78890944	0.74283266	0.64780986	0.74091494	0.87208664	0.6450244	0.8453429	0.7965395	0.6201447	0.72809553	0.80423	0.72455084	0.69934356	0.63405335	0.6262776	0.53835106	0.5803411	0.58557355	0.83078694	0.6749085	0.51339245	0.90008736	0.647261	0.8642799	0.5488868	0.84553146	0.6323699	0.52003264	0.8311337	0.5930798	0.47026438	0.6953213	0.8377303	0.6509078	0.52403116	0.6944959	0.757136	0.52355003	0.45480418	0.8037561	0.8410755	0.571944	0.6183489	0.7940926	0.68764246	0.6364414	0.77373666	0.5150497	0.47241074	0.4260643	0.7467207	0.54470277	0.6628176	0.5394337	0.7340784	0.7481471	0.6195549	0.5092693	0.62134933	0.8112635	0.779535	0.71174073	0.6894559	0.65853864	0.75079054	0.6110588	0.71555704	0.63885224	0.853323	0.59570265	0.6136101	0.5852593	0.6151465	0.7117295	0.46837592	0.61106366	0.6166297	0.5474406	0.8445842	0.8581443	0.49602252	0.6375363	0.6676134	0.74890137	0.5573515	0.9246918	0.7935522	0.5703947	0.53919476	0.8273982	0.816182	0.6017941	0.49791253	0.7598306	0.50640124	0.29908264	0.6267576	0.80956566	0.8308367	0.7955925	0.7154399	0.82784045	0.84545255	0.7320484	0.68664145	0.7000817	0.49260193	0.8597145	0.5425409	0.69173527	0.76092136	0.71012473	0.7499138	0.59876364	0.7891302	0.72629416	0.8319909	0.83985084	0.7754197	0.57213527	0.7040237	0.76222974	0.5870253	0.47054368	0.459351	0.59066814	0.8230124	0.80104786	0.60148054	0.49301404	0.8097181
